,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
57_Dataset_57,0.856271546,0.988871525,0.027041357,0.821449422,0.988871525,0.027041357,0.821449422,0.988871525,0.027041357,0.821449422,0.466617597,0.984489893,0.046129374,0.714726078,0.00795334,202.5849704,0.996081909,0.005302227,0.963607244,0.996081909,0.005302227,0.963607244,0.996081909,0.005302227,0.963607244,92.28525981,3481.0,1.520689913,238.1814624,110.4696487,0.011950551,5.0,13.88265276,35.60424761,0.337555305,51.41313507,46.4366897,0.002303318,145.5517629,2.173913043,3.569191882,19.05387759,0.0,4.073471499,0.994999705,0.0,1.0,1.232674239,0.195457275,0.053022269,2.0,0.934223872,0.046659597,0.609833389,20.0,4.0,30.0,3772.0,3772.0,6064.0,7.0,23.0,66.66666667,100.0,5.358784023,23.33333333,76.66666667,0.098740172,5.982197043,1.758874801,0.000363947,1.258946593,0.669439962,0.259374852,8.871303807,28.41132258,0.001091318,1.538152895,22.30321439,0.475931802,90.9424881,108.8569208,0.002305394,4.937524039,33.71833516,0.994498511,0.00795334,0.946435215,0.994498511,0.00795334,0.946435215,0.994498511,0.00795334,0.946435215,0.910738226,0.036850477,0.742299199,0.910738226,0.036850477,0.742299199,0.910738226,0.036850477,0.742299199,0.777652289,0.674339886,0.089077413,0.339978721
59_Dataset_59,0.28,0.878024691,0.096866097,0.783474853,0.878024691,0.096866097,0.783474853,0.878024691,0.096866097,0.783474853,0.941828535,0.742169312,0.173789174,0.580645161,0.0997151,,0.876419753,0.116809117,0.73748153,0.876419753,0.116809117,0.73748153,0.876419753,0.116809117,0.73748153,64.1025641,225.0,,4.438264795,0.891737892,,2.0,0.112645997,0.652827832,,0.361127517,0.247696998,,,2.0,-0.584473645,0.510420501,,-0.670922322,-0.071186866,,2.0,-2.532391693,0.0,35.8974359,126.0,0.934991182,0.173789174,0.639381537,1.0,2.0,35.0,351.0,0.0,0.0,34.0,1.0,2.857142857,0.0,0.0,97.14285714,2.857142857,,-0.205877556,0.006221923,,-0.88366892,0.49427653,,0.008103993,0.259020427,,-0.606070382,0.517185276,,0.619101715,0.397301303,,0.018071016,0.572583919,0.902962963,0.102564103,0.776361899,0.902962963,0.102564103,0.776361899,0.902962963,0.102564103,0.776361899,0.872698413,0.113960114,0.750639386,0.872698413,0.113960114,0.750639386,0.872698413,0.113960114,0.750639386,0.0,0.804356261,0.145299145,0.661216147
60_Dataset_60,0.332066413,0.851837428,0.2344,0.648424603,0.851837428,0.2344,0.648424603,0.851837428,0.2344,0.648424603,1.584879205,0.711441676,0.4368,0.347272454,0.0082,,0.827209596,0.256,0.615985238,0.827209596,0.256,0.615985238,0.827209596,0.256,0.615985238,33.84,1692.0,,0.15060826,3.322468,,3.0,0.272037107,2.032673797,,-0.196417493,0.8994882,,,3.0,0.035468274,1.271115597,,-0.679051826,-0.025552,,3.0,-0.272030782,0.976452954,33.06,1653.0,0.955158344,0.1994,0.701415762,0.0,3.0,41.0,5000.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,97.56097561,2.43902439,,-0.48495211,-0.000989,,-0.024259506,0.999686772,,-0.051227106,0.031811,,0.016415359,1.013870307,,0.019352278,2.00251,,0.084593252,1.657086692,0.895231118,0.253,0.620601148,0.895231118,0.253,0.620601148,0.895231118,0.253,0.620601148,0.781198655,0.2916,0.562574052,0.781198655,0.2916,0.562574052,0.781198655,0.2916,0.562574052,0.0,0.802840212,0.2628,0.605796649
61_Dataset_61,0.986577181,0.956533333,0.066666667,0.9,0.956533333,0.066666667,0.9,0.956533333,0.066666667,0.9,1.584962501,0.833333333,0.333333333,0.5,0.033333333,,0.956533333,0.066666667,0.9,0.956533333,0.066666667,0.9,0.956533333,0.066666667,0.9,33.33333333,50.0,,0.290781062,5.843333333,,3.0,0.334052662,1.76442042,,-0.750739488,3.463666667,,,3.0,0.067375701,0.9473104,,-1.401920801,1.198666667,,3.0,-0.274464252,0.433594311,33.33333333,50.0,0.9932,0.033333333,0.95,0.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,80.0,20.0,,-1.386379143,1.6625,,-0.23209733,0.515985919,,-0.945909106,3.406333333,,0.104957197,0.795613435,,0.080069786,5.322166667,,0.329267236,1.530331847,0.955,0.073333333,0.89,0.955,0.073333333,0.89,0.955,0.073333333,0.89,0.95,0.066666667,0.9,0.95,0.066666667,0.9,0.95,0.066666667,0.9,0.0,0.9558,0.06,0.91
62_Dataset_62,0.35,0.82134567,0.405940594,0.432662008,0.997114338,0.059405941,0.922546012,0.98752488,0.02970297,0.960852713,2.390559682,0.82134567,0.405940594,0.432662008,0.168316832,4.549753165,0.951068821,0.188118812,0.748459824,0.953168758,0.148514851,0.802348337,0.953504429,0.118811881,0.842536053,40.59405941,41.0,0.991426681,-0.598630084,2.841584158,0.974319721,7.0,0.139427102,2.033384731,0.811877051,-0.598630084,2.841584158,0.525426236,0.54517798,2.3125,0.139427102,2.033384731,0.399382082,-0.598630084,2.841584158,0.05066878,2.0,0.139427102,2.033384731,3.96039604,4.0,0.999485387,0.03960396,0.948171905,15.0,7.0,17.0,101.0,0.0,0.0,1.0,16.0,88.23529412,0.0,0.0,5.882352941,94.11764706,0.676162742,-0.598630084,2.841584158,0.308490345,0.139427102,2.033384731,0.822836884,-0.598630084,2.841584158,0.500460448,0.139427102,2.033384731,0.979466219,-0.598630084,2.841584158,0.790674574,0.139427102,2.033384731,0.82134567,0.405940594,0.432662008,0.89873967,0.306930693,0.586884813,0.947827937,0.198019802,0.736704901,0.842197709,0.405940594,0.419296031,0.93320052,0.257425743,0.651954937,0.936632975,0.178217822,0.761229314,1.25,0.980873788,0.069306931,0.90843155
163_Dataset_163,0.935483871,0.550450515,0.625,0.056047198,0.647353469,0.5,0.226586103,0.628040813,0.5625,0.131221719,1.567052428,0.550450515,0.625,0.056047198,1.78125,10.21773305,0.545448045,0.59375,0.019354839,0.546688098,0.59375,0.019354839,0.59406042,0.5625,0.12195122,40.625,13.0,1.807516746,,,0.466681699,4.0,,,1.066562225,,,0.153365959,5.954360875,2.807017544,,,0.200622324,,,0.005050285,2.0,,,28.125,9.0,0.690948747,0.4375,0.339233038,13.0,3.0,57.0,32.0,5.0,5.0,0.0,57.0,22.80701754,15.625,0.274122807,0.0,100.0,0.822745703,,,0.092994631,,,1.055582375,,,0.117069797,,,1.387082419,,,0.208345204,,,0.47597254,0.59375,0.0,0.47597254,0.59375,0.0,0.47597254,0.59375,0.0,0.617863597,0.65625,0.037249284,0.594994929,0.625,0.075144509,0.535132684,0.625,0.068413392,0.47953089,0.567674745,0.59375,0.122655123
164_Dataset_164,0.99047619,0.834816661,0.216981132,0.566037736,0.834816661,0.216981132,0.566037736,0.834816661,0.216981132,0.566037736,1.0,0.742969028,0.245283019,0.509433962,0.547169811,16.25000208,0.846920612,0.216981132,0.566037736,0.846920612,0.216981132,0.566037736,0.846920612,0.216981132,0.566037736,50.0,53.0,1.999219583,,,0.34729829,4.0,,,1.946331826,,,0.061538454,30.62789623,3.965517241,,,1.743546481,,,0.001956012,2.0,,,50.0,53.0,0.955144179,0.094339623,0.811320755,1.0,2.0,58.0,106.0,0.0,0.0,0.0,58.0,1.724137931,0.0,0.0,0.0,100.0,1.93055219,,,0.018497137,,,1.961098527,,,0.03368072,,,1.98290352,,,0.073346173,,,0.70505518,0.29245283,0.41509434,0.70505518,0.29245283,0.41509434,0.70505518,0.29245283,0.41509434,0.638305447,0.367924528,0.264150943,0.638305447,0.367924528,0.264150943,0.638305447,0.367924528,0.264150943,0.262612866,0.891242435,0.160377358,0.679245283
171_Dataset_171,0.097633136,0.733649424,0.563421829,0.351719097,0.733649424,0.563421829,0.351719097,0.733649424,0.563421829,0.351719097,3.643740056,0.660995387,0.710914454,0.152016192,0.053097345,19.46374821,0.728098939,0.581120944,0.336265243,0.728098939,0.581120944,0.336265243,0.728098939,0.581120944,0.336265243,24.77876106,84.0,1.233794213,,,0.462975204,21.0,,,0.761106084,,,0.187206494,3.065596596,3.222222222,,,0.145068969,,,0.020366939,2.0,,,0.294985251,1.0,0.825292782,0.530973451,0.394678888,14.0,21.0,18.0,339.0,207.0,225.0,0.0,18.0,77.77777778,61.0619469,3.687315634,0.0,100.0,0.513400796,,,0.084377008,,,0.84344705,,,0.184257672,,,0.96133506,,,0.262586713,,,0.733256988,0.625368732,0.267766355,0.733256988,0.625368732,0.267766355,0.733256988,0.625368732,0.267766355,0.704950415,0.628318584,0.29805477,0.704950415,0.628318584,0.29805477,0.704950415,0.628318584,0.29805477,4.453096154,0.732214151,0.598820059,0.322940546
181_Dataset_181,0.516520566,0.718528628,0.459568733,0.402311177,0.718528628,0.459568733,0.402311177,0.718528628,0.459568733,0.402311177,2.490417636,0.635658172,0.592991914,0.185207554,0.00606469,,0.716025902,0.456873315,0.407889533,0.716025902,0.456873315,0.407889533,0.716025902,0.456873315,0.407889533,31.19946092,463.0,,105.7387124,0.504716981,,10.0,10.27688371,0.1372993,,28.66087843,0.381196934,,,10.0,2.912827304,0.096664034,,0.45905999,0.0075,,10.0,-1.79164065,0.048350967,0.336927224,5.0,0.809900309,0.431266846,0.444013853,0.0,10.0,9.0,1484.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,88.88888889,11.11111111,,0.819413115,0.264939353,,-0.061586698,0.062268106,,5.03386604,0.49990903,,1.024533663,0.096580388,,78.39139006,0.500099394,,8.222982415,0.13380431,0.780677228,0.433962264,0.434541567,0.780677228,0.433962264,0.434541567,0.780677228,0.433962264,0.434541567,0.662994888,0.516846361,0.335795106,0.662994888,0.516846361,0.335795106,0.662994888,0.516846361,0.335795106,0.0,0.673889257,0.498652291,0.357909311
182_Dataset_182,0.187431949,0.927309145,0.14836703,0.816781452,0.927309145,0.14836703,0.816781452,0.927309145,0.14836703,0.816781452,2.483361876,0.710936921,0.563452566,0.268286447,0.005754277,,0.919725934,0.141524106,0.824958224,0.919725934,0.141524106,0.824958224,0.919725934,0.141524106,0.824958224,23.81026439,1531.0,,1.277985362,-0.00012633,,6.0,0.919495499,1.000288282,,-0.15411688,-0.000556089,,,6.0,0.040460234,1.000021995,,-0.919828239,-0.000862969,,6.0,-0.674011872,0.999638744,9.720062208,625.0,0.960599216,0.203265941,0.751371457,0.0,6.0,37.0,6430.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,97.2972973,2.702702703,,-0.839381166,-0.000743771,,-0.517096126,0.999947605,,-0.479846941,-0.000598093,,-0.039974983,1.000005292,,0.850974734,-0.000356945,,0.674445827,1.000194969,0.962333455,0.153499222,0.810002885,0.962333455,0.153499222,0.810002885,0.962333455,0.153499222,0.810002885,0.899117055,0.166251944,0.794548212,0.899117055,0.166251944,0.794548212,0.899117055,0.166251944,0.794548212,0.0,0.935509128,0.107620529,0.867383795
185_Dataset_185,0.8304705,0.732224137,0.084328358,0.441831318,0.732224137,0.084328358,0.441831318,0.732224137,0.084328358,0.441831318,0.540097859,0.846321668,0.093283582,0.0,0.012686567,49.97816807,0.737992317,0.082089552,0.454209511,0.737992317,0.082089552,0.454209511,0.737992317,0.082089552,0.454209511,90.67164179,1215.0,2.425668853,8.032490621,4534.612687,0.010806676,7.0,2.465638904,2094.191124,2.425668853,2.141222275,637.4240551,0.010806676,223.4602225,5.0,0.833588999,324.9296679,2.425668853,0.252389539,0.268773881,0.010806676,3.0,-1.866389107,0.025192884,4.253731343,57.0,0.950515053,0.159701493,0.423868974,0.0,3.0,17.0,1340.0,20.0,20.0,15.0,2.0,0.0,1.492537313,0.087796313,88.23529412,11.76470588,2.425668853,0.630420677,0.966370149,0.010806676,0.48611804,0.060564749,2.425668853,1.09297913,203.2253731,0.010806676,0.956409041,116.5760527,2.425668853,3.550029422,635.3134328,0.010806676,1.51727489,376.4008045,0.852488891,0.076119403,0.441641577,0.852488891,0.076119403,0.441641577,0.852488891,0.076119403,0.441641577,0.762424,0.094776119,0.449469462,0.762424,0.094776119,0.449469462,0.762424,0.094776119,0.449469462,2.828427125,0.760472387,0.085074627,0.478549387
186_Dataset_186,0.98540146,0.493988949,0.237864078,-0.006380857,0.493988949,0.237864078,-0.006380857,0.493988949,0.237864078,-0.006380857,1.112087811,0.498778511,0.235436893,0.030141242,0.02184466,13.90482431,0.493871525,0.237864078,-0.009450473,0.493871525,0.237864078,-0.009450473,0.493871525,0.237864078,-0.009450473,77.18446602,318.0,1.959068951,12.89427692,1035.674448,0.167120403,7.0,3.070611616,768.3533036,1.362337873,5.32160358,297.9299019,0.079978559,16.0337887,4.8,1.114696467,227.4785941,0.66847257,-0.284058437,6.637577274,0.021741377,2.0,-1.002854103,0.878112387,0.242718447,1.0,0.665340936,0.25,0.187298912,1.0,7.0,9.0,412.0,49.0,96.0,4.0,5.0,11.11111111,11.89320388,2.588996764,44.44444444,55.55555556,0.755432978,0.302083848,13.54691775,0.022098988,-0.599638403,3.690425774,1.410904986,4.33809792,74.70379147,0.065526228,1.195514178,70.34148027,1.920675656,11.32462897,805.5389966,0.152310461,2.748213627,608.4038763,0.549358631,0.225728155,0.040564904,0.549358631,0.225728155,0.040564904,0.549358631,0.225728155,0.040564904,0.578787002,0.310679612,0.109610319,0.578787002,0.310679612,0.109610319,0.578787002,0.310679612,0.109610319,2.28035085,0.576013214,0.332524272,0.111439951
187_Dataset_187,0.988700565,0.934807486,0.08988764,0.863608065,0.934807486,0.08988764,0.863608065,0.934807486,0.08988764,0.863608065,1.566822277,0.797343517,0.376404494,0.405898177,0.078651685,,0.934807486,0.08988764,0.863608065,0.934807486,0.08988764,0.863608065,0.934807486,0.08988764,0.863608065,39.88764045,71.0,,2.104991324,746.8932584,,3.0,1.098191055,314.9074743,,0.006742802,69.13366292,,,3.0,0.350168498,26.17778523,,-1.086434527,0.361853933,,3.0,-0.307285499,0.12445334,26.96629213,48.0,0.983140868,0.04494382,0.931914894,0.0,3.0,14.0,178.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,92.85714286,7.142857143,,-0.844063046,1.81008427,,-0.015195529,0.423351436,,-0.248403106,2.366516854,,0.213046886,0.811826538,,0.521295032,16.2477809,,0.818203286,2.828924819,0.903852789,0.151685393,0.771001096,0.903852789,0.151685393,0.771001096,0.903852789,0.151685393,0.771001096,0.936396341,0.084269663,0.872212118,0.936396341,0.084269663,0.872212118,0.936396341,0.084269663,0.872212118,0.0,0.95520362,0.061797753,0.906912618
188_Dataset_188,0.393197279,0.823949397,0.418478261,0.463730711,0.823949397,0.418478261,0.463730711,0.823949397,0.418478261,0.463730711,2.26208362,0.751940167,0.505434783,0.302479861,0.027173913,5.93346844,0.818413715,0.39673913,0.493369857,0.818413715,0.39673913,0.493369857,0.818413715,0.39673913,0.493369857,29.07608696,214.0,4.237363756,734.9416212,2054.739369,0.427532764,27.0,27.10927085,1551.779819,3.462636306,62.86596626,390.0868288,0.381241367,8.082530396,13.66666667,2.551453016,172.6108156,2.581064174,-1.887802597,-2.58423913,0.246503139,5.0,-0.697090872,0.493187845,14.26630435,105.0,0.852078817,0.451086957,0.427411834,0.0,5.0,20.0,736.0,95.0,448.0,14.0,6.0,0.0,12.9076087,3.043478261,70.0,30.0,2.908861462,-0.496142238,2.882908546,0.323312363,-0.396080017,0.778502789,3.475982114,0.428911508,6.249602617,0.407652143,0.111194789,1.346599657,4.009738246,1.364123969,403.0027174,0.425964984,0.954894801,80.61760056,0.717137064,0.555706522,0.267201737,0.717137064,0.555706522,0.267201737,0.717137064,0.555706522,0.267201737,0.721950881,0.476902174,0.391513467,0.721950881,0.476902174,0.391513467,0.721950881,0.476902174,0.391513467,7.659416862,0.70181526,0.466032609,0.402286223
189_Dataset_189,0.702171778,,,,,,,,,,,,,,0.001098633,,,,,,,,,,,,,,-0.533794652,0.714283492,,,0.090307555,0.91324272,,-1.117837412,0.081562862,,,,0.007879775,0.833984212,,-1.200009701,-0.012944916,,,-0.035999266,0.263606796,,,,,,0.0,0.0,9.0,8192.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.197791336,-0.008465175,,-0.005571096,0.899975148,,-1.189758605,0.007885604,,0.004201034,0.904866906,,-1.181308766,0.01607149,,0.008299293,0.908298956,,,,,,,,,,,,,,,,,,,,,,
190_Dataset_190,0.66205,,,,,,,,,,,,,,0.049180328,,,,,,,,,,,,,,0.125930097,574.7540984,,2.0,0.053011367,65.41168492,,-0.085867545,289.0222459,,,2.0,-0.057590017,32.87023681,,-0.297665186,3.290393443,,2.0,-0.168191401,0.3287887,,,,,,1.0,0.0,3.0,61.0,0.0,0.0,2.0,1.0,33.33333333,0.0,0.0,66.66666667,33.33333333,,-0.297665186,3.290393443,,-0.168191401,0.3287887,,-0.085867545,289.0222459,,-0.057590017,32.87023681,,0.125930097,574.7540984,,0.053011367,65.41168492,,,,,,,,,,,,,,,,,,,0.0,,,
191_Dataset_191,-29.74093264,,,,,,,,,,,,,,0.170103093,,,,,,,,,,,,,,26.29891514,1401.756701,,,3.901574587,587.0407054,,2.722992178,86.31782084,,,,1.120556028,33.395155,,-0.811771517,0.004004438,,,-0.130108336,0.001950061,,,,,,0.0,0.0,33.0,194.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.441114395,0.088792294,,0.581561988,0.021173959,,1.705189728,0.36456732,,0.989237638,0.165528422,,3.584733169,21.64597938,,1.588407004,4.907284013,,,,,,,,,,,,,,,,,,,,,,
192_Dataset_192,-1.176470588,,,,,,,,,,,,,,0.057692308,,,,,,,,,,,,,,2.104371593,18.08653846,,,0.269673347,4.394427347,,0.645686783,10.33974359,,,,-0.515780633,2.890397103,,-0.745900355,3.278846154,,,-1.156232682,1.938802596,,,,,,0.0,0.0,3.0,52.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.745900355,3.278846154,,-1.156232682,1.938802596,,0.578589113,9.653846154,,-0.660782564,2.337961366,,2.104371593,18.08653846,,0.269673347,4.394427347,,,,,,,,,,,,,,,,,,,,,,
193_Dataset_193,-13.57128205,,,,,,,,,,,,,,0.175,,,,,,,,,,,,,,1.236720674,36.287,,,1.46245539,40.29055168,,-0.937899757,14.88871429,,,,0.16004949,11.83289763,,-1.823790896,1.0,,,-1.168589153,0.452910814,,,,,,0.0,0.0,7.0,40.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.823790896,2.0,,0.0,0.905821627,,-1.823790896,7.0,,0.0,2.900044208,,0.519621016,33.934,,0.826480192,27.41109553,,,,,,,,,,,,,,,,,,,,,,
194_Dataset_194,-0.225165563,,,,,,,,,,,,,,0.04620462,,,,,,,,,,,,,,4.491724287,246.6930693,,4.0,1.269719931,51.77691754,,0.927312776,83.58259734,,,2.714285714,0.65894233,14.94534,,-0.523382745,0.672240803,,2.0,-0.53744867,0.937438318,,,,,,3.0,0.0,14.0,303.0,6.0,6.0,7.0,7.0,21.42857143,1.98019802,0.141442716,50.0,50.0,,-0.138753988,0.937293729,,-0.209060469,1.161075022,,0.259255897,54.43894389,,1.058495607,9.038662442,,1.575813073,149.6072607,,1.189352105,22.87500328,,,,,,,,,,,,,,,,,,,0.755928946,,,
195_Dataset_195,-2423.06962,,,,,,,,,,,,,,0.100628931,,,,,,,,,,,,,,5.725789793,11445.72956,,6.0,2.7102417,5877.856195,,1.162623076,1321.492377,,,6.0,0.727172557,464.0198869,,-0.823175395,3.236352201,,6.0,-0.992743213,0.267335629,,,,,,0.0,0.0,16.0,159.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,93.75,6.25,,0.153411413,26.52201258,,0.156422357,2.268761354,,0.636783311,95.83647799,,0.782035428,6.459188876,,2.531782382,172.4138365,,0.916845824,35.65128457,,,,,,,,,,,,,,,,,,,0.0,,,
196_Dataset_196,-2.883123426,,,,,,,,,,,,,,0.020100503,,,,,,,,,,,,,,0.696947,2970.424623,,13.0,1.087326282,846.8417742,,-0.185292583,661.4805107,,,7.0,0.61477543,200.0352891,,-0.785528905,15.56809045,,3.0,0.278776845,2.75768893,,,,,,0.0,0.0,8.0,398.0,6.0,6.0,5.0,3.0,0.0,1.507537688,0.188442211,62.5,37.5,,-0.766062767,19.54133166,,0.367921594,5.286836621,,-0.510781265,104.4693878,,0.531062513,38.49115993,,0.558221941,1581.925251,,0.903485723,475.5558062,,,,,,,,,,,,,,,,,,,5.291502622,,,
197_Dataset_197,-14.01550482,,,,,,,,,,,,,,0.002685547,,,,,,,,,,,,,,618.075403,1328125.96,,,21.54201968,422019.427,,79.51358043,73907.62665,,,,4.997670266,36701.75879,,0.903141264,1.127504883,,,-3.416749603,2.479493427,,,,,,0.0,0.0,22.0,8192.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,100.0,0.0,,4.891124172,7.702777405,,1.789997638,14.87968708,,22.19778263,20.57876282,,3.986001311,62.2475696,,59.86307608,598.7240601,,5.547953258,557.6394402,,,,,,,,,,,,,,,,,,,,,,
198_Dataset_198,0.997172762,,,,,,,,,,,,,,0.000735526,,,,,,,,,,,,,,3.833618543,0.001631922,,,0.155858947,25.49626557,,0.595298662,-1.799031459,,,,-0.038789373,4.373551443,,-0.546431538,-12.30429757,,,-0.176089498,0.002374344,,,,,,0.0,0.0,7.0,9517.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.422250768,-0.289881265,,-0.173073521,0.00529459,,0.170438297,-0.00019649,,-0.058976735,0.015916051,,0.697662677,4.54e-05,,0.108369661,4.912073633,,,,,,,,,,,,,,,,,,,,,,
199_Dataset_199,-16.65322581,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,3.148409516,57.44,,3.0,1.590305231,17.56389258,,0.778994452,27.24165333,,,3.0,0.313543043,11.17339801,,-0.410404643,0.82096,,3.0,-0.638057385,0.07745367,,,,,,0.0,0.0,5.0,125.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,60.0,40.0,,-0.410404643,0.82096,,-0.638057385,0.07745367,,-0.401021516,23.464,,-0.011618715,15.87884777,,3.148409516,57.44,,1.590305231,17.56389258,,,,,,,,,,,,,,,,,,,0.0,,,
201_Dataset_201,-39.41869458,,,,,,,,,,,,,,0.003266667,,,,,,,,,,,,,,147.2619474,110.0,,,11.61847235,41.72581632,,33.5585536,19.62666531,,,,4.636993749,7.238713325,,-0.992334475,0.0,,,0.308752988,0.0,,,,,,0.0,0.0,49.0,15000.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,100.0,0.0,,3.334071942,0.0,,1.862008094,0.0,,14.53895499,0.941,,3.672564879,3.147861854,,69.4396088,12.1014,,7.781885681,12.45620603,,,,,,,,,,,,,,,,,,,,,,
203_Dataset_203,-44.39361702,,,,,,,,,,,,,,0.052910053,,,,,,,,,,,,,,2.403885403,2944.656085,,6.0,1.402006798,729.0224169,,0.979557304,1032.569665,,,3.0,0.638006421,254.966825,,-0.081415743,23.23809524,,2.0,-0.210170969,5.298677933,,,,,,4.0,0.0,10.0,189.0,0.0,0.0,3.0,7.0,40.0,0.0,0.0,30.0,70.0,,-0.081415743,23.23809524,,-0.210170969,5.298677933,,0.616202252,129.8148148,,0.722183436,30.57938035,,2.403885403,2944.656085,,1.402006798,729.0224169,,,,,,,,,,,,,,,,,,,1.527525232,,,
204_Dataset_204,-58.05960265,,,,,,,,,,,,,,0.04620462,,,,,,,,,,,,,,4.491724287,246.6930693,,4.0,1.269719931,51.77691754,,0.927312776,83.58259734,,,2.714285714,0.65894233,14.94534,,-0.523382745,0.672240803,,2.0,-0.53744867,0.937438318,,,,,,3.0,0.0,14.0,303.0,6.0,6.0,7.0,7.0,21.42857143,1.98019802,0.141442716,50.0,50.0,,-0.138753988,0.937293729,,-0.209060469,1.161075022,,0.259255897,54.43894389,,1.058495607,9.038662442,,1.575813073,149.6072607,,1.189352105,22.87500328,,,,,,,,,,,,,,,,,,,0.755928946,,,
205_Dataset_205,-0.475409836,,,,,,,,,,,,,,0.129032258,,,,,,,,,,,,,,45.74102026,283.1341935,,,6.563608063,930.2789423,,9.561562499,82.82389954,,,,2.102551661,250.4471832,,-1.329124575,2.419354839,,,0.201245236,1.441252173,,,,,,0.0,0.0,8.0,62.0,11.0,12.0,8.0,0.0,0.0,17.74193548,2.419354839,100.0,0.0,,-1.217297454,2.677419355,,0.266552968,1.508508658,,1.172456667,15.20517241,,1.181518242,11.40650788,,21.17408249,184.68085,,4.307131969,711.0697676,,,,,,,,,,,,,,,,,,,,,,
